filename,status,disposition,actual_url,source_page,request_url,activity,chapter,slot,requested_role,shot_wanted,notes,width,height,bytes
elrow-01.jpg,downloaded,selected,https://unvrs.b-cdn.net/images/update/20250607_UNVRS_ElRow_Opening_0023_2048x1365px-1749833576.jpg,https://www.unvrs.com/es/actualizaciones/elrow-2-0-is-born-an-odyssey-of-music-art-and-fantasy-takes-off-at-unvrs-19534,https://elrow.com/,elrow Nowmads,Nights that go loud,1,hero · official,the signature wide shot,UNVRS editorial gallery of elrow's 2025 Nowmads launch; clean current-theme establishing shot used as representative imagery because the announced Dubai 2026 event has not yet occurred.,2000,1333,1286103
elrow-02.jpg,downloaded,selected,https://unvrs.b-cdn.net/images/update/20250607_UNVRS_ElRow_Opening_0080_2048x1365px-1749833578.jpg,https://www.unvrs.com/es/actualizaciones/elrow-2-0-is-born-an-odyssey-of-music-art-and-fantasy-takes-off-at-unvrs-19534,https://elrow.com/,elrow Nowmads,Nights that go loud,2,carousel · official,"a second angle — interior, or the thing itself close up",UNVRS editorial gallery; clean close-up of a costumed Nowmads performer with no edition badge or watermark.,1599,2000,883612
elrow-03.jpg,downloaded,selected,https://unvrs.b-cdn.net/images/update/20250607_UNVRS_ElRow_Opening_0027_2048x1365px-1749833575.jpg,https://www.unvrs.com/es/actualizaciones/elrow-2-0-is-born-an-odyssey-of-music-art-and-fantasy-takes-off-at-unvrs-19534,https://www.tripadvisor.com/Search?q=elrow%20Nowmads%20Media%20City%20Amphitheatre,elrow Nowmads,Nights that go loud,3,carousel · candid,"a real visitor photo — people in frame, imperfect light",UNVRS editorial gallery; clean full-room Nowmads view showing the stage scale and crowd.,2000,1334,1279843
elrow-04.jpg,downloaded,selected,https://unvrs.b-cdn.net/images/update/20250607_UNVRS_ElRow_Opening_0041_2048x1365px-1749833357.jpg,https://www.unvrs.com/es/actualizaciones/elrow-2-0-is-born-an-odyssey-of-music-art-and-fantasy-takes-off-at-unvrs-19534,https://www.instagram.com/explore/tags/elrownowmads,elrow Nowmads,Nights that go loud,4,carousel · candid,"something from the venue's own Instagram, or a tagged post",UNVRS editorial gallery rather than social media; clean confetti-and-crowd Nowmads moment.,2000,1334,1798435
elrow-05.jpg,downloaded,selected,https://unvrs.b-cdn.net/images/update/20250607_UNVRS_ElRow_Opening_0066_2048x1365px-1749833579.jpg,https://www.unvrs.com/es/actualizaciones/elrow-2-0-is-born-an-odyssey-of-music-art-and-fantasy-takes-off-at-unvrs-19534,https://www.google.com/search?tbm=isch&q=elrow%20Nowmads%20Media%20City%20Amphitheatre%20photos,elrow Nowmads,Nights that go loud,5,carousel · any,whatever else is genuinely good,UNVRS editorial gallery; clean closer stage view with the Nowmads portal and performers.,2000,1333,1101824
carlcox-01.jpg,downloaded,selected,https://cdn.prod.website-files.com/690c7c86252ecd9e547f45de/6a34dae0dcd860cf218eaf9f_Carl%20Cox%20Five%20Luxe%20v2-38.avif,https://www.pachaicons.com/about-us,https://luxejbr.fivehotelsandresorts.com/experience-five/,Carl Cox at Playa Pacha,Nights that go loud,1,hero · official,the signature wide shot,Official Pacha ICONS photograph explicitly named for Carl Cox at FIVE LUXE; clean wide crowd and stage frame.,2000,1333,445875
carlcox-02.jpg,downloaded,selected,https://images.squarespace-cdn.com/content/v1/6694c2db2145ed3febe82fff/1761756098804-FEL6NNRJOAE4EY8CN2SQ/Screenshot+2025-10-29+at+17.40.58.png,https://www.numeronetherlands.com/events/carl-cox-brings-the-beat-to-playa-pacha-dubai,https://luxejbr.fivehotelsandresorts.com/experience-five/,Carl Cox at Playa Pacha,Nights that go loud,2,carousel · official,"a second angle — interior, or the thing itself close up",Editorial event report; close clean photograph of Carl Cox at the Playa Pacha decks.,2000,1343,444824
carlcox-03.jpg,downloaded,selected,https://images.squarespace-cdn.com/content/v1/6694c2db2145ed3febe82fff/1761756098736-U1SQCHZGCQCGI4UNLZMM/Screenshot+2025-10-29+at+17.41.21.png,https://www.numeronetherlands.com/events/carl-cox-brings-the-beat-to-playa-pacha-dubai,https://www.tripadvisor.com/Search?q=Carl%20Cox%20at%20Playa%20Pacha%20FIVE%20LUXE%2C%20JBR,Carl Cox at Playa Pacha,Nights that go loud,3,carousel · candid,"a real visitor photo — people in frame, imperfect light",Editorial event report; candid close performance angle with the surrounding crowd.,2000,1311,469710
carlcox-04.jpg,downloaded,selected,https://images.squarespace-cdn.com/content/v1/6694c2db2145ed3febe82fff/80ea4438-9049-4de9-8435-30c3ddf7f3e1/Screenshot+2025-10-29+at+17.39.36.png,https://www.numeronetherlands.com/events/carl-cox-brings-the-beat-to-playa-pacha-dubai,https://www.instagram.com/explore/tags/carlcoxatplayapacha,Carl Cox at Playa Pacha,Nights that go loud,4,carousel · candid,"something from the venue's own Instagram, or a tagged post",Editorial event report used instead of social media; behind-the-DJ crowd view.,2000,1343,427409
sonnyfodera-01.jpg,downloaded,selected,https://cdn.prod.website-files.com/690c7c86252ecd9e547f45de/69385ccd15f150ddb648dddf_WhatsApp%20Image%202025-12-09%20at%2019.17.19.avif,https://www.pachaicons.com/dubai/events/210326-sonny-fodera-playa-pacha,https://www.ticketmaster.ae/venue/pacha-icons-five-luxe-jbr-dubai-tickets/lux/805,Sonny Fodera,Nights that go loud,1,hero · official,the signature wide shot,Official Sonny Fodera event page gallery; clean wide Playa Pacha night venue frame. Event is future so venue context substitutes for an impossible exact-event photograph.,1600,1066,201221
sonnyfodera-02.jpg,downloaded,selected,https://dv7zfk0hwmxgu.cloudfront.net/sites/default/files/styles/auto_1500_width/public/promoter-images/142651/slideshow-1784756331_0.jpg,https://www.ibiza-spotlight.com/night/promoters/sonny-fodera,https://www.ticketmaster.ae/venue/pacha-icons-five-luxe-jbr-dubai-tickets/lux/805,Sonny Fodera,Nights that go loud,2,carousel · official,"a second angle — interior, or the thing itself close up",Exact artist performing at Pacha Ibiza; clean close performance angle used because the Dubai date has not yet occurred.,1500,1000,204604
sonnyfodera-03.jpg,downloaded,selected,https://dv7zfk0hwmxgu.cloudfront.net/sites/default/files/styles/auto_1500_width/public/promoter-images/142651/slideshow-1752077820_0.jpg,https://www.ibiza-spotlight.com/night/promoters/sonny-fodera,https://www.tripadvisor.com/Search?q=Sonny%20Fodera%20Playa%20Pacha%2C%20JBR,Sonny Fodera,Nights that go loud,3,carousel · candid,"a real visitor photo — people in frame, imperfect light",Exact artist behind the decks with the Pacha Ibiza crowd; location caveat recorded because the future Dubai event has no candid imagery.,1500,1000,220611
